ii_id,ii_name,ii_name_option,ii_name_time,ii_meshfilename,ii_desc
1518651,Chambermaid Shoes,HP +240,Unlimited,Girl/UNDER/AVA_LAGOONROBER_UNDER_01_01_L0.nif,"""The very, very, very old fashion look for a maid."""
1518700,Aviator Leggings,Run speed +6.0%,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_29_01_L0.nif,"""When once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."""
1518710,Aviator Leggings,Run speed +6.0%,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_29_01_L0.nif,"""When once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."""
1518720,Aviator Leggings,Run speed +6.0%,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_29_01_L0.nif,"""When once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."""
1518730,Aviator Leggings,Run speed +6.0%,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_29_01_L0.nif,"""When once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."""
1518740,Aviator Leggings,Run speed +6.0%,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_29_01_L0.nif,"""When once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."""
1518750,Aviator Leggings,Run speed +6.0%,Unlimited,Girl/UNDER/AVA_01_UNDER_29_01_L0.nif,"""When once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."""
1518701,Aviator Leggings,HP +240,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_29_01_L0.nif,"""When once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."""
1518711,Aviator Leggings,HP +240,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_29_01_L0.nif,"""When once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."""
1518721,Aviator Leggings,HP +240,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_29_01_L0.nif,"""When once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."""
1518731,Aviator Leggings,HP +240,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_29_01_L0.nif,"""When once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."""
1518741,Aviator Leggings,HP +240,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_29_01_L0.nif,"""When once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."""
1518751,Aviator Leggings,HP +240,Unlimited,Girl/UNDER/AVA_01_UNDER_29_01_L0.nif,"""When once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."""
1518800,Wingman Leggings,Run speed +6.0%,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_29_02_L0.nif,"""You can be my wingman anytime."""
1518810,Wingman Leggings,Run speed +6.0%,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_29_02_L0.nif,"""You can be my wingman anytime."""
1518820,Wingman Leggings,Run speed +6.0%,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_29_02_L0.nif,"""You can be my wingman anytime."""
1518830,Wingman Leggings,Run speed +6.0%,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_29_02_L0.nif,"""You can be my wingman anytime."""
1518840,Wingman Leggings,Run speed +6.0%,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_29_02_L0.nif,"""You can be my wingman anytime."""
1518850,Wingman Leggings,Run speed +6.0%,Unlimited,Girl/UNDER/AVA_01_UNDER_29_02_L0.nif,"""You can be my wingman anytime."""
1518801,Wingman Leggings,HP +240,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_29_02_L0.nif,"""You can be my wingman anytime."""
1518811,Wingman Leggings,HP +240,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_29_02_L0.nif,"""You can be my wingman anytime."""
1518821,Wingman Leggings,HP +240,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_29_02_L0.nif,"""You can be my wingman anytime."""
1518831,Wingman Leggings,HP +240,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_29_02_L0.nif,"""You can be my wingman anytime."""
1518841,Wingman Leggings,HP +240,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_29_02_L0.nif,"""You can be my wingman anytime."""
1518851,Wingman Leggings,HP +240,Unlimited,Girl/UNDER/AVA_01_UNDER_29_02_L0.nif,"""You can be my wingman anytime."""
1560400,Cosmic Leggings,Run speed +6.0%,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_30_01_L0.nif,"""Shoe laces in space? SMART!"""
1560410,Cosmic Leggings,Run speed +6.0%,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_30_01_L0.nif,"""Shoe laces in space? SMART!"""
1560420,Cosmic Leggings,Run speed +6.0%,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_30_01_L0.nif,"""Shoe laces in space? SMART!"""
1560430,Cosmic Leggings,Run speed +6.0%,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_30_01_L0.nif,"""Shoe laces in space? SMART!"""
1560440,Cosmic Leggings,Run speed +6.0%,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_30_01_L0.nif,"""Shoe laces in space? SMART!"""
1560450,Cosmic Leggings,Run speed +6.0%,Unlimited,Girl/UNDER/AVA_01_UNDER_30_01_L0.nif,"""Shoe laces in space? SMART!"""
1560401,Cosmic Leggings,HP +240,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_30_01_L0.nif,"""Shoe laces in space? SMART!"""
1560411,Cosmic Leggings,HP +240,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_30_01_L0.nif,"""Shoe laces in space? SMART!"""
1560421,Cosmic Leggings,HP +240,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_30_01_L0.nif,"""Shoe laces in space? SMART!"""
1560431,Cosmic Leggings,HP +240,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_30_01_L0.nif,"""Shoe laces in space? SMART!"""
1560441,Cosmic Leggings,HP +240,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_30_01_L0.nif,"""Shoe laces in space? SMART!"""
1560451,Cosmic Leggings,HP +240,Unlimited,Girl/UNDER/AVA_01_UNDER_30_01_L0.nif,"""Shoe laces in space? SMART!"""
1560500,Galactic Leggings,Run speed +6.0%,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_30_02_L0.nif,"""Same old, but in ORANGE!"""
1560510,Galactic Leggings,Run speed +6.0%,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_30_02_L0.nif,"""Same old, but in ORANGE!"""
1560520,Galactic Leggings,Run speed +6.0%,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_30_02_L0.nif,"""Same old, but in ORANGE!"""
1560530,Galactic Leggings,Run speed +6.0%,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_30_02_L0.nif,"""Same old, but in ORANGE!"""
1560540,Galactic Leggings,Run speed +6.0%,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_30_02_L0.nif,"""Same old, but in ORANGE!"""
1560550,Galactic Leggings,Run speed +6.0%,Unlimited,Girl/UNDER/AVA_01_UNDER_30_02_L0.nif,"""Same old, but in ORANGE!"""
1560501,Galactic Leggings,HP +240,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_30_02_L0.nif,"""Same old, but in ORANGE!"""
1560511,Galactic Leggings,HP +240,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_30_02_L0.nif,"""Same old, but in ORANGE!"""
1560521,Galactic Leggings,HP +240,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_30_02_L0.nif,"""Same old, but in ORANGE!"""
1560531,Galactic Leggings,HP +240,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_30_02_L0.nif,"""Same old, but in ORANGE!"""
1560541,Galactic Leggings,HP +240,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_30_02_L0.nif,"""Same old, but in ORANGE!"""
1560551,Galactic Leggings,HP +240,Unlimited,Girl/UNDER/AVA_01_UNDER_30_02_L0.nif,"""Same old, but in ORANGE!"""
1560504,Plasma Leggings,Run speed +6.0%,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_30_05_L0.nif,"""Purple plasma leggings."""
1560514,Plasma Leggings,Run speed +6.0%,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_30_05_L0.nif,"""Purple plasma leggings."""
1560524,Plasma Leggings,Run speed +6.0%,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_30_05_L0.nif,"""Purple plasma leggings."""
1560534,Plasma Leggings,Run speed +6.0%,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_30_05_L0.nif,"""Purple plasma leggings."""
1560544,Plasma Leggings,Run speed +6.0%,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_30_05_L0.nif,"""Purple plasma leggings."""
1560554,Plasma Leggings,Run speed +6.0%,Unlimited,Girl/UNDER/AVA_01_UNDER_30_05_L0.nif,"""Purple plasma leggings."""
1560505,Plasma Leggings,HP +240,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_30_05_L0.nif,"""Purple plasma leggings."""
1560515,Plasma Leggings,HP +240,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_30_05_L0.nif,"""Purple plasma leggings."""
1560525,Plasma Leggings,HP +240,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_30_05_L0.nif,"""Purple plasma leggings."""
1560535,Plasma Leggings,HP +240,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_30_05_L0.nif,"""Purple plasma leggings."""
1560545,Plasma Leggings,HP +240,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_30_05_L0.nif,"""Purple plasma leggings."""
1560555,Plasma Leggings,HP +240,Unlimited,Girl/UNDER/AVA_01_UNDER_30_05_L0.nif,"""Purple plasma leggings."""
1560502,Irisviel Legs,Run speed +6.0%,Duration: 7 days,Girl/UNDER/AVA_IRISVIEL_UNDER_01_01_L0.nif,"""Combines elegant pants with boots."""
1560512,Irisviel Legs,Run speed +6.0%,Duration: 30 days,Girl/UNDER/AVA_IRISVIEL_UNDER_01_01_L0.nif,"""Combines elegant pants with boots."""
1560522,Irisviel Legs,Run speed +6.0%,Duration: 90 days,Girl/UNDER/AVA_IRISVIEL_UNDER_01_01_L0.nif,"""Combines elegant pants with boots."""
1560532,Irisviel Legs,Run speed +6.0%,Duration: 1 day,Girl/UNDER/AVA_IRISVIEL_UNDER_01_01_L0.nif,"""Combines elegant pants with boots."""
1560542,Irisviel Legs,Run speed +6.0%,Duration: 365 days,Girl/UNDER/AVA_IRISVIEL_UNDER_01_01_L0.nif,"""Combines elegant pants with boots."""
1560552,Irisviel Legs,Run speed +6.0%,Unlimited,Girl/UNDER/AVA_IRISVIEL_UNDER_01_01_L0.nif,"""Combines elegant pants with boots."""
1560503,Irisviel Legs,HP +240,Duration: 7 days,Girl/UNDER/AVA_IRISVIEL_UNDER_01_01_L0.nif,"""Combines elegant pants with boots."""
1560513,Irisviel Legs,HP +240,Duration: 30 days,Girl/UNDER/AVA_IRISVIEL_UNDER_01_01_L0.nif,"""Combines elegant pants with boots."""
1560523,Irisviel Legs,HP +240,Duration: 90 days,Girl/UNDER/AVA_IRISVIEL_UNDER_01_01_L0.nif,"""Combines elegant pants with boots."""
1560533,Irisviel Legs,HP +240,Duration: 1 day,Girl/UNDER/AVA_IRISVIEL_UNDER_01_01_L0.nif,"""Combines elegant pants with boots."""
1560543,Irisviel Legs,HP +240,Duration: 365 days,Girl/UNDER/AVA_IRISVIEL_UNDER_01_01_L0.nif,"""Combines elegant pants with boots."""
1560553,Irisviel Legs,HP +240,Unlimited,Girl/UNDER/AVA_IRISVIEL_UNDER_01_01_L0.nif,"""Combines elegant pants with boots."""
1560700,Red Attendant Stockings,Run speed +4.0%,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_32_01_L0.nif,"""Stockings with a pretty argyle pattern."""
1560710,Red Attendant Stockings,Run speed +4.0%,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_32_01_L0.nif,"""Stockings with a pretty argyle pattern."""
1560720,Red Attendant Stockings,Run speed +4.0%,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_32_01_L0.nif,"""Stockings with a pretty argyle pattern."""
1560730,Red Attendant Stockings,Run speed +4.0%,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_32_01_L0.nif,"""Stockings with a pretty argyle pattern."""
1560740,Red Attendant Stockings,Run speed +4.0%,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_32_01_L0.nif,"""Stockings with a pretty argyle pattern."""
1560750,Red Attendant Stockings,Run speed +4.0%,Unlimited,Girl/UNDER/AVA_01_UNDER_32_01_L0.nif,"""Stockings with a pretty argyle pattern."""
1560701,Red Attendant Stockings,HP +160,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_32_01_L0.nif,"""Stockings with a pretty argyle pattern."""
1560711,Red Attendant Stockings,HP +160,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_32_01_L0.nif,"""Stockings with a pretty argyle pattern."""
1560721,Red Attendant Stockings,HP +160,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_32_01_L0.nif,"""Stockings with a pretty argyle pattern."""
1560731,Red Attendant Stockings,HP +160,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_32_01_L0.nif,"""Stockings with a pretty argyle pattern."""
1560741,Red Attendant Stockings,HP +160,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_32_01_L0.nif,"""Stockings with a pretty argyle pattern."""
1560751,Red Attendant Stockings,HP +160,Unlimited,Girl/UNDER/AVA_01_UNDER_32_01_L0.nif,"""Stockings with a pretty argyle pattern."""
1560702,Blue Attendant Stockings,Run speed +4.0%,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_32_03_L0.nif,"""Stockings with a pretty argyle pattern."""
1560712,Blue Attendant Stockings,Run speed +4.0%,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_32_03_L0.nif,"""Stockings with a pretty argyle pattern."""
1560722,Blue Attendant Stockings,Run speed +4.0%,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_32_03_L0.nif,"""Stockings with a pretty argyle pattern."""
1560732,Blue Attendant Stockings,Run speed +4.0%,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_32_03_L0.nif,"""Stockings with a pretty argyle pattern."""
1560742,Blue Attendant Stockings,Run speed +4.0%,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_32_03_L0.nif,"""Stockings with a pretty argyle pattern."""
1560752,Blue Attendant Stockings,Run speed +4.0%,Unlimited,Girl/UNDER/AVA_01_UNDER_32_03_L0.nif,"""Stockings with a pretty argyle pattern."""
1560703,Blue Attendant Stockings,HP +160,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_32_03_L0.nif,"""Stockings with a pretty argyle pattern."""
1560713,Blue Attendant Stockings,HP +160,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_32_03_L0.nif,"""Stockings with a pretty argyle pattern."""
1560723,Blue Attendant Stockings,HP +160,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_32_03_L0.nif,"""Stockings with a pretty argyle pattern."""
1560733,Blue Attendant Stockings,HP +160,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_32_03_L0.nif,"""Stockings with a pretty argyle pattern."""
1560743,Blue Attendant Stockings,HP +160,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_32_03_L0.nif,"""Stockings with a pretty argyle pattern."""
1560753,Blue Attendant Stockings,HP +160,Unlimited,Girl/UNDER/AVA_01_UNDER_32_03_L0.nif,"""Stockings with a pretty argyle pattern."""
1560800,Attendant Stockings,Run speed +4.0%,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_32_02_L0.nif,"""Stockings with a mellow argyle pattern."""
1560810,Attendant Stockings,Run speed +4.0%,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_32_02_L0.nif,"""Stockings with a mellow argyle pattern."""
1560820,Attendant Stockings,Run speed +4.0%,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_32_02_L0.nif,"""Stockings with a mellow argyle pattern."""
1560830,Attendant Stockings,Run speed +4.0%,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_32_02_L0.nif,"""Stockings with a mellow argyle pattern."""
1560840,Attendant Stockings,Run speed +4.0%,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_32_02_L0.nif,"""Stockings with a mellow argyle pattern."""
1560850,Attendant Stockings,Run speed +4.0%,Unlimited,Girl/UNDER/AVA_01_UNDER_32_02_L0.nif,"""Stockings with a mellow argyle pattern."""
1560801,Attendant Stockings,HP +160,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_32_02_L0.nif,"""Stockings with a mellow argyle pattern."""
1560811,Attendant Stockings,HP +160,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_32_02_L0.nif,"""Stockings with a mellow argyle pattern."""
1560821,Attendant Stockings,HP +160,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_32_02_L0.nif,"""Stockings with a mellow argyle pattern."""
1560831,Attendant Stockings,HP +160,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_32_02_L0.nif,"""Stockings with a mellow argyle pattern."""
1560841,Attendant Stockings,HP +160,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_32_02_L0.nif,"""Stockings with a mellow argyle pattern."""
1560851,Attendant Stockings,HP +160,Unlimited,Girl/UNDER/AVA_01_UNDER_32_02_L0.nif,"""Stockings with a mellow argyle pattern."""
1561700,Corsaire Rouge Legs,Run speed +4.0%,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_34_01_L0.nif,"""Arr! Ye gave me the shivers mate."""
1561710,Corsaire Rouge Legs,Run speed +4.0%,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_34_01_L0.nif,"""Arr! Ye gave me the shivers mate."""
1561720,Corsaire Rouge Legs,Run speed +4.0%,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_34_01_L0.nif,"""Arr! Ye gave me the shivers mate."""
1561730,Corsaire Rouge Legs,Run speed +4.0%,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_34_01_L0.nif,"""Arr! Ye gave me the shivers mate."""
1561740,Corsaire Rouge Legs,Run speed +4.0%,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_34_01_L0.nif,"""Arr! Ye gave me the shivers mate."""
1561750,Corsaire Rouge Legs,Run speed +4.0%,Unlimited,Girl/UNDER/AVA_01_UNDER_34_01_L0.nif,"""Arr! Ye gave me the shivers mate."""
1561701,Corsaire Rouge Legs,HP +160,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_34_01_L0.nif,"""Arr! Ye gave me the shivers mate."""
1561711,Corsaire Rouge Legs,HP +160,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_34_01_L0.nif,"""Arr! Ye gave me the shivers mate."""
1561721,Corsaire Rouge Legs,HP +160,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_34_01_L0.nif,"""Arr! Ye gave me the shivers mate."""
1561731,Corsaire Rouge Legs,HP +160,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_34_01_L0.nif,"""Arr! Ye gave me the shivers mate."""
1561741,Corsaire Rouge Legs,HP +160,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_34_01_L0.nif,"""Arr! Ye gave me the shivers mate."""
1561751,Corsaire Rouge Legs,HP +160,Unlimited,Girl/UNDER/AVA_01_UNDER_34_01_L0.nif,"""Arr! Ye gave me the shivers mate."""
1561800,Corsaire Blanc Legs,Run speed +4.0%,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_34_02_L0.nif,"""Me fleet is bigger than yers."""
1561810,Corsaire Blanc Legs,Run speed +4.0%,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_34_02_L0.nif,"""Me fleet is bigger than yers."""
1561820,Corsaire Blanc Legs,Run speed +4.0%,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_34_02_L0.nif,"""Me fleet is bigger than yers."""
1561830,Corsaire Blanc Legs,Run speed +4.0%,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_34_02_L0.nif,"""Me fleet is bigger than yers."""
1561840,Corsaire Blanc Legs,Run speed +4.0%,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_34_02_L0.nif,"""Me fleet is bigger than yers."""
1561850,Corsaire Blanc Legs,Run speed +4.0%,Unlimited,Girl/UNDER/AVA_01_UNDER_34_02_L0.nif,"""Me fleet is bigger than yers."""
1561801,Corsaire Blanc Legs,HP +160,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_34_02_L0.nif,"""Me fleet is bigger than yers."""
1561811,Corsaire Blanc Legs,HP +160,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_34_02_L0.nif,"""Me fleet is bigger than yers."""
1561821,Corsaire Blanc Legs,HP +160,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_34_02_L0.nif,"""Me fleet is bigger than yers."""
1561831,Corsaire Blanc Legs,HP +160,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_34_02_L0.nif,"""Me fleet is bigger than yers."""
1561841,Corsaire Blanc Legs,HP +160,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_34_02_L0.nif,"""Me fleet is bigger than yers."""
1561851,Corsaire Blanc Legs,HP +160,Unlimited,Girl/UNDER/AVA_01_UNDER_34_02_L0.nif,"""Me fleet is bigger than yers."""
1561806,Corsaire Noir Legs,Run speed +4.0%,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_34_03_L0.nif,"""Yer can't keep up mate."""
1561816,Corsaire Noir Legs,Run speed +4.0%,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_34_03_L0.nif,"""Yer can't keep up mate."""
1561826,Corsaire Noir Legs,Run speed +4.0%,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_34_03_L0.nif,"""Yer can't keep up mate."""
1561836,Corsaire Noir Legs,Run speed +4.0%,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_34_03_L0.nif,"""Yer can't keep up mate."""
1561846,Corsaire Noir Legs,Run speed +4.0%,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_34_03_L0.nif,"""Yer can't keep up mate."""
1561856,Corsaire Noir Legs,Run speed +4.0%,Unlimited,Girl/UNDER/AVA_01_UNDER_34_03_L0.nif,"""Yer can't keep up mate."""
1561807,Corsaire Noir Legs,HP +160,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_34_03_L0.nif,"""Yer can't keep up mate."""
1561817,Corsaire Noir Legs,HP +160,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_34_03_L0.nif,"""Yer can't keep up mate."""
1561827,Corsaire Noir Legs,HP +160,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_34_03_L0.nif,"""Yer can't keep up mate."""
1561837,Corsaire Noir Legs,HP +160,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_34_03_L0.nif,"""Yer can't keep up mate."""
1561847,Corsaire Noir Legs,HP +160,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_34_03_L0.nif,"""Yer can't keep up mate."""
1561857,Corsaire Noir Legs,HP +160,Unlimited,Girl/UNDER/AVA_01_UNDER_34_03_L0.nif,"""Yer can't keep up mate."""
1561802,Royal Princess Legs,Run speed +6.0%,Duration: 7 days,Girl/UNDER/AVA_GOSIKPURPLE_UNDER_01_01_L0.nif,
1561812,Royal Princess Legs,Run speed +6.0%,Duration: 30 days,Girl/UNDER/AVA_GOSIKPURPLE_UNDER_01_01_L0.nif,
1561822,Royal Princess Legs,Run speed +6.0%,Duration: 90 days,Girl/UNDER/AVA_GOSIKPURPLE_UNDER_01_01_L0.nif,
1561832,Royal Princess Legs,Run speed +6.0%,Duration: 1 day,Girl/UNDER/AVA_GOSIKPURPLE_UNDER_01_01_L0.nif,
1561842,Royal Princess Legs,Run speed +6.0%,Duration: 365 days,Girl/UNDER/AVA_GOSIKPURPLE_UNDER_01_01_L0.nif,
1561852,Royal Princess Legs,Run speed +6.0%,Unlimited,Girl/UNDER/AVA_GOSIKPURPLE_UNDER_01_01_L0.nif,
1561803,Royal Princess Legs,HP +240,Duration: 7 days,Girl/UNDER/AVA_GOSIKPURPLE_UNDER_01_01_L0.nif,
1561813,Royal Princess Legs,HP +240,Duration: 30 days,Girl/UNDER/AVA_GOSIKPURPLE_UNDER_01_01_L0.nif,
1561823,Royal Princess Legs,HP +240,Duration: 90 days,Girl/UNDER/AVA_GOSIKPURPLE_UNDER_01_01_L0.nif,
1561833,Royal Princess Legs,HP +240,Duration: 1 day,Girl/UNDER/AVA_GOSIKPURPLE_UNDER_01_01_L0.nif,
1561843,Royal Princess Legs,HP +240,Duration: 365 days,Girl/UNDER/AVA_GOSIKPURPLE_UNDER_01_01_L0.nif,
1561853,Royal Princess Legs,HP +240,Unlimited,Girl/UNDER/AVA_GOSIKPURPLE_UNDER_01_01_L0.nif,
1561804,Medieval Maid Legs,Run speed +6.0%,Duration: 7 days,Girl/UNDER/AVA_GOSIKMAID_UNDER_01_01_L0.nif,
1561814,Medieval Maid Legs,Run speed +6.0%,Duration: 30 days,Girl/UNDER/AVA_GOSIKMAID_UNDER_01_01_L0.nif,
1561824,Medieval Maid Legs,Run speed +6.0%,Duration: 90 days,Girl/UNDER/AVA_GOSIKMAID_UNDER_01_01_L0.nif,
1561834,Medieval Maid Legs,Run speed +6.0%,Duration: 1 day,Girl/UNDER/AVA_GOSIKMAID_UNDER_01_01_L0.nif,
1561844,Medieval Maid Legs,Run speed +6.0%,Duration: 365 days,Girl/UNDER/AVA_GOSIKMAID_UNDER_01_01_L0.nif,
1561854,Medieval Maid Legs,Run speed +6.0%,Unlimited,Girl/UNDER/AVA_GOSIKMAID_UNDER_01_01_L0.nif,
1561805,Medieval Maid Legs,HP +240,Duration: 7 days,Girl/UNDER/AVA_GOSIKMAID_UNDER_01_01_L0.nif,
1561815,Medieval Maid Legs,HP +240,Duration: 30 days,Girl/UNDER/AVA_GOSIKMAID_UNDER_01_01_L0.nif,
1561825,Medieval Maid Legs,HP +240,Duration: 90 days,Girl/UNDER/AVA_GOSIKMAID_UNDER_01_01_L0.nif,
1561835,Medieval Maid Legs,HP +240,Duration: 1 day,Girl/UNDER/AVA_GOSIKMAID_UNDER_01_01_L0.nif,
1561845,Medieval Maid Legs,HP +240,Duration: 365 days,Girl/UNDER/AVA_GOSIKMAID_UNDER_01_01_L0.nif,
1561855,Medieval Maid Legs,HP +240,Unlimited,Girl/UNDER/AVA_GOSIKMAID_UNDER_01_01_L0.nif,
1562400,Illusion Ninja Legs,Run speed +6.0%,Duration: 7 days,Girl/UNDER/AVA_01_UNDER_36_01_L0.nif,"""Manufactured by Phobos Company. A highly reliable recon toy for some undercover espionage."""
1562410,Illusion Ninja Legs,Run speed +6.0%,Duration: 30 days,Girl/UNDER/AVA_01_UNDER_36_01_L0.nif,"""Manufactured by Phobos Company. A highly reliable recon toy for some undercover espionage."""
1562420,Illusion Ninja Legs,Run speed +6.0%,Duration: 90 days,Girl/UNDER/AVA_01_UNDER_36_01_L0.nif,"""Manufactured by Phobos Company. A highly reliable recon toy for some undercover espionage."""
1562430,Illusion Ninja Legs,Run speed +6.0%,Duration: 1 day,Girl/UNDER/AVA_01_UNDER_36_01_L0.nif,"""Manufactured by Phobos Company. A highly reliable recon toy for some undercover espionage."""
1562440,Illusion Ninja Legs,Run speed +6.0%,Duration: 365 days,Girl/UNDER/AVA_01_UNDER_36_01_L0.nif,"""Manufactured by Phobos Company. A highly reliable recon toy for some undercover espionage."""
